Country,Source,Sex,Education,Area type,Year,Value
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 9. Not elsewhere classified,Area type: Rural,2015,29.2
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 9. Not elsewhere classified,Area type: Urban,2015,
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: Total,Area type: National,2015,35.8
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: Total,Area type: Rural,2015,36.9
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: Total,Area type: Urban,2015,29.9
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: X. No schooling,Area type: National,2015,25.8
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: X. No schooling,Area type: Rural,2015,26.7
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: X. No schooling,Area type: Urban,2015,16.9
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 0. Early childhood education,Area type: National,2015,31.4
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 0. Early childhood education,Area type: Rural,2015,32.6
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 0. Early childhood education,Area type: Urban,2015,21.2
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 1. Primary education,Area type: National,2015,32.1
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 1. Primary education,Area type: Rural,2015,34
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 1. Primary education,Area type: Urban,2015,22
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 2. Lower secondary education,Area type: National,2015,32.8
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 2. Lower secondary education,Area type: Rural,2015,34.5
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 2. Lower secondary education,Area type: Urban,2015,22.2
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 3. Upper secondary education,Area type: National,2015,38
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 3. Upper secondary education,Area type: Rural,2015,39.2
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 3. Upper secondary education,Area type: Urban,2015,33.6
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 5. Short-cycle tertiary education,Area type: National,2015,83.3
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 5. Short-cycle tertiary education,Area type: Rural,2015,86.5
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 5. Short-cycle tertiary education,Area type: Urban,2015,74.1
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 6. Bachelor's or equivalent level,Area type: National,2015,81
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 6. Bachelor's or equivalent level,Area type: Rural,2015,85.9
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 6. Bachelor's or equivalent level,Area type: Urban,2015,72.7
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 9. Not elsewhere classified,Area type: National,2015,55.2
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 9. Not elsewhere classified,Area type: Rural,2015,53.6
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 9. Not elsewhere classified,Area type: Urban,2015,
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Total,Area type: National,2014,51.6
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Total,Area type: Rural,2014,52.4
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Total,Area type: Urban,2014,47.8
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Less than basic,Area type: National,2014,43.7
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Less than basic,Area type: Rural,2014,44.1
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Less than basic,Area type: Urban,2014,40.2
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Basic,Area type: National,2014,52.5
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Basic,Area type: Rural,2014,53.6
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Basic,Area type: Urban,2014,45.8
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Intermediate,Area type: National,2014,50.6
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Intermediate,Area type: Rural,2014,51.5
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Intermediate,Area type: Urban,2014,47.4
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Advanced,Area type: National,2014,81.3
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Advanced,Area type: Rural,2014,83.4
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Advanced,Area type: Urban,2014,77
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Level not stated,Area type: National,2014,45.1
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Level not stated,Area type: Rural,2014,45.1
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Level not stated,Area type: Urban,2014,45
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Total,Area type: National,2014,72.4
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Total,Area type: Rural,2014,73.1
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Total,Area type: Urban,2014,69.1
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Less than basic,Area type: National,2014,65.4
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Less than basic,Area type: Rural,2014,65
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Less than basic,Area type: Urban,2014,69.7
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Basic,Area type: National,2014,75.3
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Basic,Area type: Rural,2014,75.9
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Basic,Area type: Urban,2014,71.3
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Intermediate,Area type: National,2014,69.2
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Intermediate,Area type: Rural,2014,70.4
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Intermediate,Area type: Urban,2014,65.3
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Advanced,Area type: National,2014,80.6
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Advanced,Area type: Rural,2014,83
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Advanced,Area type: Urban,2014,76.8
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Level not stated,Area type: National,2014,49
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Level not stated,Area type: Rural,2014,48.7
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Level not stated,Area type: Urban,2014,
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Total,Area type: National,2014,33.6
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Total,Area type: Rural,2014,34.5
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Total,Area type: Urban,2014,28.9
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Less than basic,Area type: National,2014,27.8
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Less than basic,Area type: Rural,2014,28.5
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Less than basic,Area type: Urban,2014,21.2
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Basic,Area type: National,2014,30.4
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Basic,Area type: Rural,2014,31.8
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Basic,Area type: Urban,2014,22.1
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Intermediate,Area type: National,2014,36.1
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Intermediate,Area type: Rural,2014,37.3
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Intermediate,Area type: Urban,2014,31.5
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Advanced,Area type: National,2014,81.9
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Advanced,Area type: Rural,2014,83.7
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Advanced,Area type: Urban,2014,77.3
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Level not stated,Area type: National,2014,41.9
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Level not stated,Area type: Rural,2014,41
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Level not stated,Area type: Urban,2014,
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: Total,Area type: National,2014,51.6
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: Total,Area type: Rural,2014,52.4
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: Total,Area type: Urban,2014,47.8
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: X. No schooling,Area type: National,2014,33.3
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: X. No schooling,Area type: Rural,2014,32.5
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: X. No schooling,Area type: Urban,2014,39.7
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 0. Early childhood education,Area type: National,2014,47.3
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 0. Early childhood education,Area type: Rural,2014,48
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 0. Early childhood education,Area type: Urban,2014,40.4
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 1. Primary education,Area type: National,2014,52.9
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 1. Primary education,Area type: Rural,2014,54.4
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 1. Primary education,Area type: Urban,2014,44.2
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 2. Lower secondary education,Area type: National,2014,52.2
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 2. Lower secondary education,Area type: Rural,2014,53.2
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 2. Lower secondary education,Area type: Urban,2014,46.7
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 3. Upper secondary education,Area type: National,2014,50.6
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 3. Upper secondary education,Area type: Rural,2014,51.5
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 3. Upper secondary education,Area type: Urban,2014,47.4
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 5. Short-cycle tertiary education,Area type: National,2014,82.6
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 5. Short-cycle tertiary education,Area type: Rural,2014,85.4
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 5. Short-cycle tertiary education,Area type: Urban,2014,76.8
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 6. Bachelor's or equivalent level,Area type: National,2014,75.5
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 6. Bachelor's or equivalent level,Area type: Rural,2014,74.1
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 6. Bachelor's or equivalent level,Area type: Urban,2014,78
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 9. Not elsewhere classified,Area type: National,2014,45.1
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 9. Not elsewhere classified,Area type: Rural,2014,45.1
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 9. Not elsewhere classified,Area type: Urban,2014,45
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: Total,Area type: National,2014,72.4
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: Total,Area type: Rural,2014,73.1
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: Total,Area type: Urban,2014,69.1
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: X. No schooling,Area type: National,2014,54
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: X. No schooling,Area type: Rural,2014,51.5
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: X. No schooling,Area type: Urban,2014,71.4
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 0. Early childhood education,Area type: National,2014,67.9
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 0. Early childhood education,Area type: Rural,2014,67.7
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 0. Early childhood education,Area type: Urban,2014,69.1
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 1. Primary education,Area type: National,2014,75
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 1. Primary education,Area type: Rural,2014,75.4
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 1. Primary education,Area type: Urban,2014,72.1
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 2. Lower secondary education,Area type: National,2014,75.4
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 2. Lower secondary education,Area type: Rural,2014,76.2
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 2. Lower secondary education,Area type: Urban,2014,70.9
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 3. Upper secondary education,Area type: National,2014,69.2
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 3. Upper secondary education,Area type: Rural,2014,70.4
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 3. Upper secondary education,Area type: Urban,2014,65.3
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 5. Short-cycle tertiary education,Area type: National,2014,80.2
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 5. Short-cycle tertiary education,Area type: Rural,2014,82
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 5. Short-cycle tertiary education,Area type: Urban,2014,77.1
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 6. Bachelor's or equivalent level,Area type: National,2014,82
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 6. Bachelor's or equivalent level,Area type: Rural,2014,86.7
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 6. Bachelor's or equivalent level,Area type: Urban,2014,75.6
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 9. Not elsewhere classified,Area type: National,2014,49
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 9. Not elsewhere classified,Area type: Rural,2014,48.7
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 9. Not elsewhere classified,Area type: Urban,2014,
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: Total,Area type: National,2014,33.6
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: Total,Area type: Rural,2014,34.5
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: Total,Area type: Urban,2014,28.9
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: X. No schooling,Area type: National,2014,24.6
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: X. No schooling,Area type: Rural,2014,24.6
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: X. No schooling,Area type: Urban,2014,24.8
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 0. Early childhood education,Area type: National,2014,29.2
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 0. Early childhood education,Area type: Rural,2014,30.3
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 0. Early childhood education,Area type: Urban,2014,19.3
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 1. Primary education,Area type: National,2014,30.1
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 1. Primary education,Area type: Rural,2014,31.7
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 1. Primary education,Area type: Urban,2014,21.7
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 2. Lower secondary education,Area type: National,2014,30.5
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 2. Lower secondary education,Area type: Rural,2014,31.9
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 2. Lower secondary education,Area type: Urban,2014,22.3
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 3. Upper secondary education,Area type: National,2014,36.1
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 3. Upper secondary education,Area type: Rural,2014,37.3
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 3. Upper secondary education,Area type: Urban,2014,31.5
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 5. Short-cycle tertiary education,Area type: National,2014,84.4
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 5. Short-cycle tertiary education,Area type: Rural,2014,87.5
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 5. Short-cycle tertiary education,Area type: Urban,2014,76.4
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 6. Bachelor's or equivalent level,Area type: National,2014,68
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 6. Bachelor's or equivalent level,Area type: Rural,2014,62.3
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 6. Bachelor's or equivalent level,Area type: Urban,2014,82.2
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 9. Not elsewhere classified,Area type: National,2014,41.9
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 9. Not elsewhere classified,Area type: Rural,2014,41
Sri Lanka,LFS - Labour Force Survey,Female,ISCED-11: 9. Not elsewhere classified,Area type: Urban,2014,
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Total,Area type: National,2013,52.1
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Total,Area type: Rural,2013,53.1
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Total,Area type: Urban,2013,46.9
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Less than basic,Area type: National,2013,46.7
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Less than basic,Area type: Rural,2013,47.7
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Less than basic,Area type: Urban,2013,36
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Basic,Area type: National,2013,52.7
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Basic,Area type: Rural,2013,53.9
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Basic,Area type: Urban,2013,45.3
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Intermediate,Area type: National,2013,50.7
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Intermediate,Area type: Rural,2013,51.8
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Intermediate,Area type: Urban,2013,46.7
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Advanced,Area type: National,2013,82.2
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Advanced,Area type: Rural,2013,86
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Advanced,Area type: Urban,2013,74.8
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Level not stated,Area type: National,2013,40.8
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Level not stated,Area type: Rural,2013,44.2
Sri Lanka,LFS - Labour Force Survey,Total,Aggregate levels: Level not stated,Area type: Urban,2013,35.4
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Total,Area type: National,2013,72.7
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Total,Area type: Rural,2013,73.5
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Total,Area type: Urban,2013,68.9
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Less than basic,Area type: National,2013,67.4
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Less than basic,Area type: Rural,2013,68
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Less than basic,Area type: Urban,2013,59.9
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Basic,Area type: National,2013,75.4
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Basic,Area type: Rural,2013,76.1
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Basic,Area type: Urban,2013,71.3
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Intermediate,Area type: National,2013,69
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Intermediate,Area type: Rural,2013,70
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Intermediate,Area type: Urban,2013,66
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Advanced,Area type: National,2013,84.6
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Advanced,Area type: Rural,2013,87.2
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Advanced,Area type: Urban,2013,80.5
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Level not stated,Area type: National,2013,46.8
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Level not stated,Area type: Rural,2013,48.9
Sri Lanka,LFS - Labour Force Survey,Male,Aggregate levels: Level not stated,Area type: Urban,2013,43.1
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Total,Area type: National,2013,34.2
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Total,Area type: Rural,2013,35.7
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Total,Area type: Urban,2013,27.1
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Less than basic,Area type: National,2013,31.2
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Less than basic,Area type: Rural,2013,32.2
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Less than basic,Area type: Urban,2013,21.1
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Basic,Area type: National,2013,30.9
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Basic,Area type: Rural,2013,32.7
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Basic,Area type: Urban,2013,20.5
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Intermediate,Area type: National,2013,36.5
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Intermediate,Area type: Rural,2013,38.3
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Intermediate,Area type: Urban,2013,30.1
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Advanced,Area type: National,2013,80.2
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Advanced,Area type: Rural,2013,85.1
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Advanced,Area type: Urban,2013,68.4
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Level not stated,Area type: National,2013,26.6
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Level not stated,Area type: Rural,2013,
Sri Lanka,LFS - Labour Force Survey,Female,Aggregate levels: Level not stated,Area type: Urban,2013,
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: Total,Area type: National,2013,52.1
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: Total,Area type: Rural,2013,53.1
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: Total,Area type: Urban,2013,46.9
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: X. No schooling,Area type: National,2013,36.1
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: X. No schooling,Area type: Rural,2013,36.5
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: X. No schooling,Area type: Urban,2013,32
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 0. Early childhood education,Area type: National,2013,50.1
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 0. Early childhood education,Area type: Rural,2013,51.3
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 0. Early childhood education,Area type: Urban,2013,37.4
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 1. Primary education,Area type: National,2013,53.4
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 1. Primary education,Area type: Rural,2013,55.2
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 1. Primary education,Area type: Urban,2013,42.8
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 2. Lower secondary education,Area type: National,2013,52.3
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 2. Lower secondary education,Area type: Rural,2013,53.2
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 2. Lower secondary education,Area type: Urban,2013,46.8
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 3. Upper secondary education,Area type: National,2013,50.7
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 3. Upper secondary education,Area type: Rural,2013,51.8
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 3. Upper secondary education,Area type: Urban,2013,46.7
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 5. Short-cycle tertiary education,Area type: National,2013,83
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 5. Short-cycle tertiary education,Area type: Rural,2013,86.6
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 5. Short-cycle tertiary education,Area type: Urban,2013,75.6
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 6. Bachelor's or equivalent level,Area type: National,2013,79.4
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 6. Bachelor's or equivalent level,Area type: Rural,2013,83.8
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 6. Bachelor's or equivalent level,Area type: Urban,2013,72.5
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 9. Not elsewhere classified,Area type: National,2013,40.8
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 9. Not elsewhere classified,Area type: Rural,2013,44.2
Sri Lanka,LFS - Labour Force Survey,Total,ISCED-11: 9. Not elsewhere classified,Area type: Urban,2013,35.4
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: Total,Area type: National,2013,72.7
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: Total,Area type: Rural,2013,73.5
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: Total,Area type: Urban,2013,68.9
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: X. No schooling,Area type: National,2013,57.6
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: X. No schooling,Area type: Rural,2013,57.8
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: X. No schooling,Area type: Urban,2013,55.3
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 0. Early childhood education,Area type: National,2013,69.5
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 0. Early childhood education,Area type: Rural,2013,70.1
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 0. Early childhood education,Area type: Urban,2013,61.2
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 1. Primary education,Area type: National,2013,75.3
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 1. Primary education,Area type: Rural,2013,76
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 1. Primary education,Area type: Urban,2013,70.9
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 2. Lower secondary education,Area type: National,2013,75.4
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 2. Lower secondary education,Area type: Rural,2013,76.1
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 2. Lower secondary education,Area type: Urban,2013,71.5
Sri Lanka,LFS - Labour Force Survey,Male,ISCED-11: 3. Upper secondary education,Area type: National,2013,69
